Adj Close,Close,Date,High,Low,Open,Volume
150.835281,153.179993,2017-06-01,153.330002,152.220001,153.169998,16404100
153.070541,155.449997,2017-06-02,155.449997,152.889999,153.580002,27770700
151.573807,153.929993,2017-06-05,154.449997,153.460007,154.339996,25331700
152.085846,154.449997,2017-06-06,155.809998,153.779999,153.899994,26624900
152.991776,155.369995,2017-06-07,155.979996,154.479996,155.020004,21069600
152.617584,154.990005,2017-06-08,155.539993,154.399994,155.25,21250800
146.69957,148.979996,2017-06-09,155.190002,146.020004,155.190002,64882700
143.194092,145.419998,2017-06-12,146.089996,142.509995,145.740005,72307300
144.346161,146.589996,2017-06-13,147.449997,145.149994,147.160004,34165400
142.938065,145.160004,2017-06-14,147.5,143.839996,147.5,31531200
142.08136,144.289993,2017-06-15,144.479996,142.210007,143.320007,32165400
140.0923,142.270004,2017-06-16,144.5,142.199997,143.779999,50361100
144.099991,146.339996,2017-06-19,146.740005,143.660004,143.660004,32541400
142.790359,145.009995,2017-06-20,146.869995,144.940002,146.869995,24900100
143.637177,145.869995,2017-06-21,146.070007,144.610001,145.520004,21265800
143.400879,145.630005,2017-06-22,146.699997,145.119995,145.770004,19106300
144.040924,146.279999,2017-06-23,147.160004,145.110001,145.130005,35439400
143.587967,145.820007,2017-06-26,148.279999,145.380005,147.169998,25692400
141.529938,143.729996,2017-06-27,146.160004,143.619995,145.009995,24761900
143.597794,145.830002,2017-06-28,146.110001,143.160004,144.490005,22082400
141.480713,143.679993,2017-06-29,145.130005,142.279999,144.710007,31499400
141.815506,144.020004,2017-06-30,144.960007,143.779999,144.449997,23024100
141.303467,143.5,2017-07-03,145.300003,143.100006,144.880005,14258300
141.88443,144.089996,2017-07-05,144.789993,142.720001,143.690002,21569600
140.545258,142.729996,2017-07-06,143.5,142.410004,143.020004,24128800
141.973053,144.179993,2017-07-07,144.75,142.899994,142.899994,19201700
142.839584,145.059998,2017-07-10,145.949997,143.369995,144.110001,21090600
143.302399,145.529999,2017-07-11,145.850006,144.380005,144.729996,19781800
143.509186,145.740005,2017-07-12,146.179993,144.820007,145.869995,24884500
145.508102,147.770004,2017-07-13,148.490005,145.440002,145.5,25199400
146.758636,149.039993,2017-07-14,149.330002,147.330002,147.970001,20132100
147.270706,149.559998,2017-07-17,150.899994,148.570007,148.820007,23793500
147.782761,150.080002,2017-07-18,150.130005,148.669998,149.199997,17868800
148.708359,151.020004,2017-07-19,151.419998,149.949997,150.479996,20923000
148.038757,150.339996,2017-07-20,151.740005,150.190002,151.5,17243700
147.969849,150.270004,2017-07-21,150.440002,148.880005,149.990005,26252600
149.761978,152.089996,2017-07-24,152.440002,149.899994,150.580002,21493200
150.402039,152.740005,2017-07-25,153.839996,151.800003,151.800003,18853900
151.111023,153.460007,2017-07-26,153.929993,153.059998,153.350006,15781000
148.255402,150.559998,2017-07-27,153.990005,147.300003,153.75,32476300
147.211624,149.5,2017-07-28,150.229996,149.190002,149.889999,17213700
146.4534,148.729996,2017-07-31,150.330002,148.130005,149.899994,19845900
147.753204,150.050003,2017-08-01,150.220001,148.410004,149.100006,35368600
154.734665,157.139999,2017-08-02,159.75,156.160004,159.279999,69936800
153.188705,155.570007,2017-08-03,157.210007,155.020004,157.050003,27097300
153.99614,156.389999,2017-08-04,157.399994,155.690002,156.070007,20559900
156.37912,158.809998,2017-08-07,158.919998,156.669998,157.059998,21870300
157.629684,160.080002,2017-08-08,161.830002,158.270004,158.600006,36205900
158.594666,161.059998,2017-08-09,161.270004,159.110001,159.259995,26131500
153.543152,155.320007,2017-08-10,160.0,154.630005,159.899994,40804300
155.678436,157.479996,2017-08-11,158.570007,156.070007,156.600006,26257100
158.021317,159.850006,2017-08-14,160.210007,158.75,159.320007,22122700
159.751297,161.600006,2017-08-15,162.199997,160.139999,160.660004,29465500
159.108719,160.949997,2017-08-16,162.509995,160.149994,161.940002,27671600
156.054092,157.860001,2017-08-17,160.710007,157.839996,160.520004,27940600
155.698212,157.5,2017-08-18,159.5,156.720001,157.860001,27428100
155.41153,157.210007,2017-08-21,157.889999,155.110001,157.5,26368500
157.952118,159.779999,2017-08-22,160.0,158.020004,158.229996,21604600
158.149826,159.979996,2017-08-23,160.470001,158.880005,159.070007,19399100
157.447952,159.270004,2017-08-24,160.740005,158.550003,160.429993,19818900
158.031189,159.860001,2017-08-25,160.559998,159.270004,159.649994,25480100
159.622787,161.470001,2017-08-28,162.0,159.929993,160.139999,25966000
161.046326,162.910004,2017-08-29,163.119995,160.0,160.100006,29516900
161.481277,163.350006,2017-08-30,163.889999,162.610001,163.800003,27269600
162.12384,164.0,2017-08-31,164.520004,163.479996,163.639999,26785100
162.173279,164.050003,2017-09-01,164.940002,163.630005,164.800003,16591100
160.225815,162.080002,2017-09-05,164.25,160.559998,163.75,29468500
160.057755,161.910004,2017-09-06,162.990005,160.520004,162.710007,21651700
159.415192,161.259995,2017-09-07,162.240005,160.360001,162.089996,21928500
156.815277,158.630005,2017-09-08,161.149994,158.529999,160.860001,28611500
159.652451,161.5,2017-09-11,162.050003,159.889999,160.5,31085900
159.01976,160.860001,2017-09-12,163.960007,158.770004,162.610001,71714000
157.823593,159.649994,2017-09-13,159.960007,157.910004,159.869995,44907400
156.469269,158.279999,2017-09-14,159.399994,158.089996,158.990005,23760700
158.050964,159.880005,2017-09-15,160.970001,158.0,158.470001,49114600
156.854813,158.669998,2017-09-18,160.5,158.0,160.110001,28269400
156.914124,158.729996,2017-09-19,159.770004,158.440002,159.509995,20810600
154.284561,156.070007,2017-09-20,158.259995,153.830002,157.899994,52951400
151.635208,153.389999,2017-09-21,155.800003,152.75,155.800003,37511700
150.15239,151.889999,2017-09-22,152.270004,150.559998,151.539993,46645400
148.827698,150.550003,2017-09-25,151.830002,149.160004,149.990005,44387300
151.388062,153.139999,2017-09-26,153.919998,151.690002,151.779999,36660000
152.465607,154.229996,2017-09-27,154.720001,153.539993,153.800003,25504200
151.526474,153.279999,2017-09-28,154.279999,152.699997,153.889999,22005500
152.356857,154.119995,2017-09-29,154.130005,152.0,153.210007,26299800
152.050415,153.809998,2017-10-02,154.449997,152.720001,154.259995,18698800
152.712738,154.479996,2017-10-03,155.089996,153.910004,154.009995,16230300
151.724197,153.479996,2017-10-04,153.860001,152.460007,153.630005,20163800
153.612335,155.389999,2017-10-05,155.440002,154.050003,154.179993,21283800
153.523361,155.300003,2017-10-06,155.490005,154.559998,154.970001,17407600
154.057175,155.839996,2017-10-09,156.729996,155.490005,155.809998,16262900
154.116486,155.899994,2017-10-10,158.0,155.100006,156.059998,15617000
154.759079,156.550003,2017-10-11,156.979996,155.75,155.970001,16905600
154.215363,156.0,2017-10-12,157.369995,155.729996,156.350006,16125100
155.194031,156.990005,2017-10-13,157.279999,156.410004,156.729996,16394200
158.050964,159.880005,2017-10-16,160.0,157.649994,157.899994,24121500
158.634216,160.470001,2017-10-17,160.869995,159.229996,159.779999,18997300
157.932343,159.759995,2017-10-18,160.710007,159.600006,160.419998,16374200
154.195572,155.979996,2017-10-19,157.080002,155.020004,156.75,42584200
154.462494,156.25,2017-10-20,157.75,155.960007,156.610001,23974100
154.383408,156.169998,2017-10-23,157.690002,155.5,156.889999,21984300
155.302765,157.100006,2017-10-24,157.419998,156.199997,156.289993,17757200
154.620682,156.410004,2017-10-25,157.550003,155.270004,156.910004,21207100
155.609222,157.410004,2017-10-26,157.830002,156.779999,157.229996,17000500
161.184708,163.050003,2017-10-27,163.600006,158.699997,159.289993,44454200
164.812729,166.720001,2017-10-30,168.070007,163.720001,163.889999,44700800
167.106186,169.039993,2017-10-31,169.649994,166.940002,167.899994,36046800
164.980774,166.889999,2017-11-01,169.940002,165.610001,169.869995,33637800
166.186829,168.110001,2017-11-02,168.5,165.279999,166.600006,41393400
170.526596,172.5,2017-11-03,174.259995,171.119995,174.0,59398600
172.256577,174.25,2017-11-06,174.990005,171.720001,172.369995,35026300
172.810165,174.809998,2017-11-07,175.25,173.600006,173.910004,24361500
174.223831,176.240005,2017-11-08,176.240005,174.330002,174.660004,24409500
173.86795,175.880005,2017-11-09,176.100006,173.139999,175.110001,29482600
173.292511,174.669998,2017-11-10,175.380005,174.270004,175.110001,25145500
172.598022,173.970001,2017-11-13,174.5,173.399994,173.5,16982100
169.988754,171.339996,2017-11-14,173.479996,171.179993,173.039993,24782500
167.746582,169.080002,2017-11-15,170.320007,168.380005,169.970001,29158100
169.750671,171.100006,2017-11-16,171.869995,170.300003,171.179993,23637500
168.808151,170.149994,2017-11-17,171.389999,169.639999,171.039993,21899500
168.639496,169.979996,2017-11-20,170.559998,169.559998,170.289993,16262400
171.774567,173.139999,2017-11-21,173.699997,170.779999,170.779999,25131300
173.580231,174.960007,2017-11-22,175.0,173.050003,173.360001,25588900
173.590149,174.970001,2017-11-24,175.5,174.649994,175.100006,14026700
172.717072,174.089996,2017-11-27,175.080002,173.339996,175.050003,20716800
171.705139,173.070007,2017-11-28,174.869995,171.860001,174.300003,26428800
168.143433,169.479996,2017-11-29,172.919998,167.160004,172.630005,41666400
170.494751,171.850006,2017-11-30,172.139999,168.440002,170.429993,41527200
169.70105,171.050003,2017-12-01,171.669998,168.5,169.949997,39759300
168.460922,169.800003,2017-12-04,172.619995,169.630005,172.479996,32542400
168.30217,169.639999,2017-12-05,171.520004,168.399994,169.059998,27350200
167.677139,169.009995,2017-12-06,170.199997,166.460007,167.5,28560000
167.984711,169.320007,2017-12-07,170.440002,168.910004,169.029999,25673300
168.034302,169.369995,2017-12-08,171.0,168.820007,170.490005,23355200
171.308289,172.669998,2017-12-11,172.889999,168.789993,169.199997,35273800
170.345932,171.699997,2017-12-12,172.389999,171.460007,172.149994,19409200
170.911438,172.270004,2017-12-13,173.539993,172.0,172.5,23818400
170.861832,172.220001,2017-12-14,173.130005,171.649994,172.399994,20476500
172.598022,173.970001,2017-12-15,174.169998,172.460007,173.630005,40169300
175.028717,176.419998,2017-12-18,177.199997,174.860001,174.880005,29421100
173.163528,174.539993,2017-12-19,175.389999,174.089996,175.029999,27436400
172.975037,174.350006,2017-12-20,175.419998,173.25,174.869995,23475600
173.629822,175.009995,2017-12-21,176.020004,174.100006,174.169998,20949900
173.629822,175.009995,2017-12-22,175.419998,174.5,174.679993,16349400
169.224838,170.570007,2017-12-26,171.470001,169.679993,170.800003,33185500
169.254608,170.600006,2017-12-27,170.779999,169.710007,170.100006,21498200
169.73082,171.080002,2017-12-28,171.850006,170.479996,171.0,16480200
167.895416,169.229996,2017-12-29,170.589996,169.220001,170.520004,25999900
170.901505,172.259995,2018-01-02,172.300003,169.259995,170.160004,25555900
170.871735,172.229996,2018-01-03,174.550003,171.960007,172.529999,29517900
171.665436,173.029999,2018-01-04,173.470001,172.080002,172.539993,22434600
173.619904,175.0,2018-01-05,175.369995,173.050003,173.440002,23660000
172.975037,174.350006,2018-01-08,175.610001,173.929993,174.350006,20567800
172.9552,174.330002,2018-01-09,175.059998,173.410004,174.550003,21584000
172.915497,174.289993,2018-01-10,174.300003,173.0,173.160004,23959900
173.897705,175.279999,2018-01-11,175.490005,174.490005,174.589996,18667700
175.69342,177.089996,2018-01-12,177.360001,175.649994,176.179993,25418100
174.800537,176.190002,2018-01-16,179.389999,176.139999,177.899994,29565900
177.687576,179.100006,2018-01-17,179.25,175.070007,176.149994,33888500
177.846313,179.259995,2018-01-18,180.100006,178.25,179.369995,31193400
177.052628,178.460007,2018-01-19,179.580002,177.410004,178.610001,32425100
175.604141,177.0,2018-01-22,177.779999,176.600006,177.300003,27108600
175.643814,177.039993,2018-01-23,179.440002,176.820007,177.300003,32689100
172.846054,174.220001,2018-01-24,177.300003,173.199997,177.25,51105100
169.760574,171.110001,2018-01-25,174.949997,170.529999,174.509995,41529000
170.157425,171.509995,2018-01-26,172.0,170.059998,172.0,39143000
166.635422,167.960007,2018-01-29,170.160004,167.070007,170.160004,50640400
165.653244,166.970001,2018-01-30,167.369995,164.699997,165.529999,46048200
166.109604,167.429993,2018-01-31,168.440002,166.5,166.869995,32478900
166.456848,167.779999,2018-02-01,168.619995,166.759995,167.169998,47230800
159.234253,160.5,2018-02-02,166.800003,160.100006,166.0,86593800
155.25589,156.490005,2018-02-05,163.880005,156.0,159.100006,72738500
161.744293,163.029999,2018-02-06,163.720001,154.0,154.830002,68243800
158.281815,159.539993,2018-02-07,163.399994,159.070007,163.089996,51608600
153.926437,155.149994,2018-02-08,161.0,155.029999,160.289993,54390500
155.809189,156.410004,2018-02-09,157.889999,150.240005,157.070007,70672600
162.084991,162.710007,2018-02-12,163.889999,157.509995,158.5,60819500
163.708725,164.339996,2018-02-13,164.75,161.649994,161.949997,32549200
166.727081,167.369995,2018-02-14,167.539993,162.880005,163.039993,40644900
172.3255,172.990005,2018-02-15,173.089996,169.0,169.789993,51147200
171.767639,172.429993,2018-02-16,174.820007,171.770004,172.360001,40176100
171.18988,171.850006,2018-02-20,174.259995,171.419998,172.050003,33930500
170.412872,171.070007,2018-02-21,174.119995,171.009995,172.830002,37471600
171.837372,172.5,2018-02-22,173.949997,171.710007,171.800003,30991900
174.825851,175.5,2018-02-23,175.649994,173.539993,173.669998,33812400
178.282532,178.970001,2018-02-26,179.389999,176.210007,176.350006,38162200
177.704758,178.389999,2018-02-27,180.479996,178.160004,179.100006,38928100
177.435791,178.119995,2018-02-28,180.619995,178.050003,179.259995,37782100
174.327774,175.0,2018-03-01,179.779999,172.660004,178.539993,48802000
175.533142,176.210007,2018-03-02,176.300003,172.449997,172.800003,38454000
176.140793,176.820007,2018-03-05,177.740005,174.520004,175.210007,28401400
175.991364,176.669998,2018-03-06,178.25,176.130005,177.910004,23788500
174.357666,175.029999,2018-03-07,175.850006,174.270004,174.940002,31703500
176.26033,176.940002,2018-03-08,177.119995,175.070007,175.479996,23774100
179.288635,179.979996,2018-03-09,180.0,177.389999,177.960007,32185200
181.021957,181.720001,2018-03-12,182.389999,180.210007,180.289993,32207100
179.278687,179.970001,2018-03-13,183.5,179.240005,182.589996,31693500
177.754562,178.440002,2018-03-14,180.520004,177.809998,180.320007,29368400
177.963745,178.649994,2018-03-15,180.240005,178.070007,178.5,22743800
177.336182,178.020004,2018-03-16,179.119995,177.619995,178.649994,39404700
174.626633,175.300003,2018-03-19,177.470001,173.660004,177.320007,33446800
174.566864,175.240005,2018-03-20,176.800003,174.940002,175.240005,19649400
170.612106,171.270004,2018-03-21,175.089996,171.259995,175.039993,37054900
168.201401,168.850006,2018-03-22,172.679993,168.600006,170.0,41490800
164.306427,164.940002,2018-03-23,169.919998,164.940002,168.389999,41028800
172.106354,172.770004,2018-03-26,173.100006,166.440002,168.070007,37541200
167.693359,168.339996,2018-03-27,175.149994,166.919998,173.679993,40922600
