index,Adj Close,Close,Date,High,Low,Open,Volume,Adj Close_log_returns,mfi_index
0,146.494156,152.669998,2017-06-01,152.869995,151.630005,152.800003,2918100,0.0,0.0
1,145.899246,152.050003,2017-06-02,153.199997,151.800003,153.070007,3585700,-0.00406924928432941,0.0
2,146.244659,152.41000400000001,2017-06-05,152.929993,151.679993,151.820007,3975100,0.002364678194836232,0.0
3,146.206284,152.369995,2017-06-06,152.889999,152.0,152.0,3797200,-0.0002624371788758298,0.0
4,144.872513,150.979996,2017-06-07,154.199997,150.800003,153.050003,4865700,-0.009164393618406727,0.0
5,145.947205,152.100006,2017-06-08,152.820007,150.919998,151.0,3709000,0.0073908117330772115,0.0
6,147.866302,154.100006,2017-06-09,154.259995,151.880005,152.0,4361500,0.013063553896526255,0.0
7,148.902618,155.179993,2017-06-12,157.199997,154.020004,154.190002,6471500,0.006984021186068473,0.0
8,148.01023899999998,154.25,2017-06-13,155.479996,154.149994,155.440002,3523500,-0.006011068001823509,0.0
9,147.588028,153.809998,2017-06-14,154.940002,152.940002,153.970001,3049100,-0.0028566560379762376,0.0
10,147.98146100000002,154.220001,2017-06-15,154.690002,153.28999299999998,153.28999299999998,4654300,0.002662204638895562,0.0
11,149.094528,155.380005,2017-06-16,155.419998,152.970001,154.229996,6742000,0.007493518491544081,0.0
12,148.57637,154.83999599999999,2017-06-19,155.860001,154.53999299999998,155.509995,4629500,-0.003481418753615759,0.0
13,148.681931,154.949997,2017-06-20,155.389999,154.25,154.479996,4481700,0.0007102308267403198,0.0
14,147.56883200000001,153.78999299999998,2017-06-21,155.78999299999998,153.389999,155.78999299999998,3959700,-0.007514608412955684,49.77317350163587
15,148.154175,154.399994,2017-06-22,154.990005,153.690002,154.550003,2376500,0.003958729964053631,54.66443539684272
16,147.875916,154.110001,2017-06-23,154.679993,153.800003,154.33999599999999,3282200,-0.0018799378199099695,55.253674420314596
17,148.950592,155.229996,2017-06-26,155.75,154.630005,154.71000700000002,2153500,0.007241136939147171,54.03541862621396
18,148.49002099999998,154.75,2017-06-27,155.33999599999999,154.5,155.0,2386500,-0.0030968963078513664,56.357198214786436
19,149.036972,155.320007,2017-06-28,155.550003,154.779999,155.149994,2221000,0.0036766520618161875,61.93389348575367
20,147.895096,154.130005,2017-06-29,155.740005,153.619995,155.350006,3262200,-0.007691197765287888,55.044724941184654
21,147.607239,153.830002,2017-06-30,154.5,153.139999,154.279999,3571500,-0.001948255948986634,45.33322484659471
22,149.28643799999998,155.580002,2017-07-03,156.029999,153.520004,153.580002,2822500,0.011311907499570647,51.67726780381014
23,147.453705,153.669998,2017-07-05,155.889999,153.630005,155.770004,3564400,-0.01235260107138389,51.13604083493857
