index,close,returns,mfi,normal_close,normal_returns,normal_mfi
14,219.64267,-0.011662594025080384,64.36494927566088,-0.8008166219954598,-0.1896810775433837,0.46652617663643015
15,216.957458,-0.012300710354511447,64.69664533524121,-0.8924445608575269,-0.20482279472275616,0.47600321285333513
16,214.410492,-0.011808923671508527,56.65461232865813,-0.9793551083047163,-0.19315330042654982,0.2462306971431385
17,217.618896,0.014852984880404003,56.44424084144601,-0.8698742011894458,0.4395010607544137,0.24022007945345036
18,217.460938,-0.0007261104496059467,56.70467309764213,-0.8752642284821786,0.06982825265089306,0.24766100572536187
19,220.363327,0.013258431514706842,56.52703210228068,-0.7762255224709085,0.40166426677622236,0.2425855455321433
20,221.538086,0.0053168500161679105,57.15945057402877,-0.7361390243360644,0.21322028648343488,0.2606546560563361
21,219.060196,-0.011247960900892164,50.18554412256982,-0.8206924798646877,-0.17984234248820147,0.06140006105932683
22,224.37135299999997,0.023955945444210633,50.29714601637479,-0.6394589799090653,0.6555031406181778,0.06458868859624434
23,225.121613,0.0033382533364817914,49.3663794576999,-0.613857732256867,0.16627061609564847,0.037995341671333005
24,223.78889500000002,-0.0059375839578313175,49.64697687021007,-0.6593342918076113,-0.0538336163686573,0.04601241562781344
25,222.396942,-0.006239362168202959,50.76990384318017,-0.7068321371855077,-0.060994442853725656,0.07809606354706045
26,222.949768,0.0024826781989881748,44.75159828353351,-0.6879679629864643,0.14596886834194117,-0.09385563170471256
27,224.04557799999998,0.004903013890575372,50.4960781434681,-0.6505754548029623,0.2034004632265746,0.07027246722042957
28,224.479965,0.0019369560667855494,56.87344763120521,-0.6357527944400267,0.13301955204454508,0.2524831382797621
29,227.45141600000002,0.013150199102466025,64.04489356330579,-0.5343574742345352,0.3990960444941616,0.4573817219773846
30,225.674469,-0.007843101300436266,64.88622317966625,-0.5949925343627989,-0.09904920379585613,0.48141972609082107
31,226.326019,0.002882963485997935,64.9364276763065,-0.5727595845750049,0.15546714683352847,0.48285414118008396
32,220.452148,-0.026295866263738976,53.839634513941796,-0.7731946686099596,-0.5369106647317919,0.16580270914230577
33,220.017792,-0.001972239652921281,45.07847958049429,-0.7880162711547021,0.040259136338855674,-0.08451616022034947
34,219.455093,-0.0025607919246202477,35.688971081337854,-0.8072173433865197,0.02629351340723681,-0.3527879998618171
35,217.362213,-0.00958247755262531,35.497732676693715,-0.8786330381940965,-0.14032246709354537,-0.3582519577067449
36,215.38781699999998,-0.009124943098227948,29.234743755250292,-0.9460056836230271,-0.12946573613591555,-0.537194610536838
37,218.74432400000003,0.01546337423837417,30.211817195740238,-0.8314710330307822,0.45398485093719015,-0.5092782090160763
38,219.405731,0.0030190912672088442,36.30831810081082,-0.808901731180895,0.15869729197836252,-0.33509235963683626
39,218.64558399999999,-0.003470587746077675,36.2629332973384,-0.8348403545902139,0.004705175381526705,-0.33638906912066147
40,220.74833700000002,0.009571225053216403,41.400605968073556,-0.763087761749861,0.31417138366567615,-0.18959832933085874
41,222.44632000000001,0.00766250802497288,40.428622291660176,-0.7051472034204522,0.26887987162603966,-0.21736930892966533
42,224.09493999999998,0.0073839872744226225,40.96736556550674,-0.648891067008587,0.262270916112899,-0.2019766343096605
43,223.374298,-0.003220970568859469,35.54277809622698,-0.6734816546856246,0.010628284580003478,-0.3569649449129766
44,221.12347400000002,-0.01012757939531216,36.86557320117758,-0.7502868990615896,-0.15325706468216685,-0.31917077535599625
45,226.84922799999998,0.025564351592276862,38.064611340838276,-0.5549060362279539,0.6936686441170405,-0.2849125213104351
46,229.93917799999997,0.013529227499231583,49.521208996978984,-0.44946715479630495,0.4080899230740938,0.04241904556775866
47,229.08032200000002,-0.003742137326433635,59.57339234293155,-0.4787740419468589,-0.0017383628203450074,0.32962446413405466
48,228.053635,-0.004491850629526848,60.80158495075561,-0.5138078544229243,-0.019528139194147892,0.36471570350666016
49,222.61413599999997,-0.024140901649357196,60.84055408136756,-0.6994207899424572,-0.48577599975367325,0.36582910793666157
50,221.28140299999998,-0.006004732588701866,60.96898241889431,-0.7448978613407151,-0.0554269709510897,0.3694984913099759
51,224.450333,0.014219240573910814,59.79694829313171,-0.6367639321395311,0.42446308631249174,0.3360117810024916
52,224.67738300000002,0.0010110710662181075,58.88405250138885,-0.6290162669575512,0.11104943754878395,0.3099290277386957
53,222.722733,-0.008737871836003991,59.44326349498723,-0.6957151163209305,-0.12028101023165388,0.325906494718341
54,218.586349,-0.01874652168367671,51.61620245086511,-0.8368616404173634,-0.3577739850250552,0.10227603893022885
55,219.30702200000002,0.0032915485750298085,45.17391866795661,-0.8122699949221319,0.16516236943870033,-0.08178932743996259
56,217.964417,-0.006140850279216586,38.42933483421543,-0.8580839302299985,-0.058656876656089985,-0.2744918435361361
57,220.718704,0.012557233503315703,43.41955183265419,-0.7640989335725328,0.38502569871969056,-0.13191412559684634
58,219.889465,-0.003764069926129746,49.36531728169794,-0.7923951948710979,-0.0022587964878284794,0.037964993766531174
59,220.136261,0.0011217345318504759,47.77990919034387,-0.7839737336235677,0.11367534574359303,-0.007332408678786928
60,219.62291000000002,-0.0023346925637197915,39.30793362870039,-0.8014908957853555,0.03165857369372712,-0.2493890050942269
61,217.53004500000003,-0.009575051321542932,30.630885652780506,-0.8729060787454195,-0.14014625174601103,-0.4973048170205311
62,217.886658,0.0016380312343554906,30.91542114010545,-0.8607373136120087,0.1259264327153739,-0.4891752265702106
63,220.323456,0.011121710977862692,38.68748915382418,-0.7775860472824956,0.35096251136260204,-0.26711600120753576
