Adj Close,Close,Date,High,Low,Open,Volume
183.389114,187.320007,2017-06-01,187.910004,184.529999,187.410004,2870200
186.238022,190.229996,2017-06-02,191.699997,187.649994,187.820007,3034300
184.984909,188.949997,2017-06-05,190.740005,188.809998,190.070007,2522100
182.83107,186.75,2017-06-06,188.860001,186.690002,188.410004,2725000
184.15274,188.100006,2017-06-07,188.539993,186.389999,186.850006,2383500
185.944321,189.929993,2017-06-08,191.070007,187.699997,188.100006,2331300
186.042221,190.029999,2017-06-09,190.990005,189.25,190.0,3344900
186.012863,190.0,2017-06-12,190.529999,188.050003,190.300003,2730100
187.079987,191.089996,2017-06-13,191.559998,189.350006,190.050003,1882700
188.342926,192.380005,2017-06-14,193.380005,190.820007,191.050003,2210000
191.348511,195.449997,2017-06-15,195.550003,191.369995,191.429993,2894100
192.317719,196.440002,2017-06-16,197.949997,195.809998,196.009995,6939100
194.902328,199.080002,2017-06-19,199.470001,197.0,197.880005,2726400
194.16806,198.330002,2017-06-20,201.240005,198.309998,198.75,3077400
194.990433,199.169998,2017-06-21,199.710007,197.559998,199.580002,3151100
195.254776,199.440002,2017-06-22,200.410004,199.179993,199.25,3339300
197.986221,202.229996,2017-06-23,202.350006,198.679993,199.259995,4310100
195.783447,199.979996,2017-06-26,204.389999,199.940002,202.770004,3077600
194.716324,198.889999,2017-06-27,200.919998,198.889999,199.800003,2296900
195.430984,199.619995,2017-06-28,200.949997,199.300003,199.5,2096800
193.31633,197.460007,2017-06-29,199.759995,196.449997,199.619995,2428900
193.60025,197.75,2017-06-30,199.440002,197.389999,198.5,2225600
194.422607,198.589996,2017-07-03,199.440002,197.75,198.070007,1511200
197.575012,201.809998,2017-07-05,202.139999,198.860001,199.300003,2716700
197.251953,201.479996,2017-07-06,202.490005,200.779999,201.639999,2737400
198.123276,202.369995,2017-07-07,203.279999,201.259995,202.240005,3090400
199.679932,203.960007,2017-07-10,204.580002,202.190002,202.320007,2701900
201.941452,206.270004,2017-07-11,206.660004,204.0,204.0,2815800
202.10788,206.440002,2017-07-12,208.610001,206.320007,206.949997,2817400
201.902252,206.229996,2017-07-13,207.0,205.350006,206.800003,1943600
204.134445,208.509995,2017-07-14,208.729996,206.740005,206.800003,3229000
204.614166,209.0,2017-07-17,209.720001,208.559998,208.729996,2416000
203.870102,208.240005,2017-07-18,209.190002,207.529999,209.110001,1942300
206.454697,210.880005,2017-07-19,210.929993,208.990005,209.429993,2258400
205.867279,210.279999,2017-07-20,211.25,209.919998,211.100006,2235100
207.688263,212.139999,2017-07-21,212.199997,209.410004,209.990005,2098400
207.727402,212.179993,2017-07-24,212.639999,211.399994,212.0,2392700
208.001526,212.460007,2017-07-25,214.0,211.949997,213.220001,2889000
228.551056,233.449997,2017-07-26,233.979996,223.020004,223.479996,14140000
235.942627,241.0,2017-07-27,242.679993,236.699997,237.130005,10860600
236.20697,241.270004,2017-07-28,242.0,238.550003,240.820007,4602400
237.372009,242.460007,2017-07-31,246.490005,241.820007,241.850006,5777300
234.415375,239.440002,2017-08-01,243.990005,239.160004,243.380005,5018400
232.956635,237.949997,2017-08-02,241.559998,237.880005,239.059998,5119900
233.250336,238.25,2017-08-03,239.589996,236.039993,237.059998,5112700
232.72168,237.710007,2017-08-04,239.729996,236.380005,238.580002,5590500
235.188782,240.229996,2017-08-07,241.429993,237.210007,237.600006,3674700
234.474121,239.5,2017-08-08,240.520004,238.929993,239.910004,4871500
230.761215,234.309998,2017-08-09,238.699997,234.100006,238.009995,5680400
229.352875,232.880005,2017-08-10,236.160004,231.910004,234.029999,6817700
231.322571,234.880005,2017-08-11,235.399994,230.940002,232.759995,3461700
233.558167,237.149994,2017-08-14,237.479996,235.720001,236.009995,2943900
235.547607,239.169998,2017-08-15,239.639999,236.009995,237.210007,2851100
233.991516,237.589996,2017-08-16,240.259995,237.410004,239.699997,3012700
232.02182,235.589996,2017-08-17,237.600006,235.25,237.380005,2810900
232.199097,235.770004,2017-08-18,237.259995,234.570007,235.0,2939500
232.110458,235.679993,2017-08-21,236.940002,234.350006,235.770004,2545400
236.118805,239.75,2017-08-22,239.889999,236.110001,236.160004,2915700
234.483948,238.089996,2017-08-23,239.360001,237.190002,239.360001,2518300
235.1241,238.740005,2017-08-24,238.899994,236.600006,238.520004,2553100
232.317276,235.889999,2017-08-25,239.089996,235.600006,239.0,2270300
233.587738,237.179993,2017-08-28,237.550003,234.610001,236.220001,2395000
236.84761,240.490005,2017-08-29,241.169998,236.080002,237.210007,3535500
236.818085,240.460007,2017-08-30,241.440002,239.0,240.990005,2801100
236.030182,239.660004,2017-08-31,241.100006,238.410004,241.0,3075800
236.690018,240.330002,2017-09-01,242.529999,239.169998,239.660004,3270700
233.410461,237.0,2017-09-05,240.360001,236.229996,240.300003,3866600
231.066498,234.619995,2017-09-06,237.860001,234.339996,237.529999,4252700
232.730911,236.309998,2017-09-07,236.539993,234.289993,234.75,2994500
235.163498,238.779999,2017-09-08,239.389999,235.210007,235.75,3404200
236.946091,240.589996,2017-09-11,241.850006,239.309998,239.5,3628100
236.936249,240.580002,2017-09-12,241.710007,238.949997,240.589996,2702700
238.265778,241.929993,2017-09-13,243.479996,237.089996,240.0,4529100
241.515808,245.229996,2017-09-14,245.610001,242.5,243.0,4995200
245.228714,249.0,2017-09-15,249.949997,246.210007,247.360001,9033300
249.246918,253.080002,2017-09-18,253.789993,248.910004,249.970001,5193000
248.636307,252.460007,2017-09-19,255.169998,251.630005,253.080002,4124700
251.590881,255.460007,2017-09-20,256.690002,252.25,253.259995,3853200
252.162094,256.040009,2017-09-21,256.98999,254.419998,256.130005,2809400
252.565887,256.450012,2017-09-22,259.299988,256.130005,256.309998,3475600
250.468155,254.320007,2017-09-25,256.970001,251.5,256.970001,3479200
249.857529,253.699997,2017-09-26,256.480011,253.539993,254.600006,2173600
251.413589,255.279999,2017-09-27,258.769989,253.970001,255.270004,3840100
250.4189,254.270004,2017-09-28,255.800003,251.169998,254.110001,2586100
250.359802,254.210007,2017-09-29,255.259995,252.589996,253.850006,2531100
252.112854,255.990005,2017-10-02,255.990005,253.529999,254.649994,2685100
251.590881,255.460007,2017-10-03,258.26001,254.690002,255.990005,3163400
251.886322,255.759995,2017-10-04,257.130005,254.070007,256.119995,3031000
254.968948,258.890015,2017-10-05,258.98999,254.779999,255.279999,3940200
254.663605,258.579987,2017-10-06,258.899994,257.059998,258.0,2736400
254.476501,258.390015,2017-10-09,259.0,257.109985,259.0,2146100
256.978027,260.929993,2017-10-10,261.059998,257.200012,259.73999,2740700
257.480316,261.440002,2017-10-11,261.649994,259.019989,261.320007,2890300
257.943207,261.910004,2017-10-12,262.980011,260.0,260.950012,2577900
256.790924,260.73999,2017-10-13,263.790009,260.73999,262.899994,2243900
255.815887,259.75,2017-10-16,262.0,259.690002,261.5,1818900
254.703018,258.619995,2017-10-17,259.049988,256.26001,256.48999,2515900
256.101501,260.040009,2017-10-18,260.730011,256.660004,258.470001,2051700
255.116638,259.040009,2017-10-19,259.100006,256.029999,258.980011,2589200
260.740173,264.75,2017-10-20,264.829987,259.440002,260.359985,3955900
258.346985,262.320007,2017-10-23,265.980011,262.140015,265.130005,3302400
261.971252,266.0,2017-10-24,267.209991,263.23999,263.23999,4401600
254.506058,258.420013,2017-10-25,266.0,254.5,264.779999,7895300
255.34314,259.269989,2017-10-26,261.440002,257.309998,259.720001,3419100
252.575714,256.459991,2017-10-27,259.5,255.800003,258.26001,2899200
255.323502,259.25,2017-10-30,260.410004,255.330002,255.449997,3025900
254.072723,257.980011,2017-10-31,259.929993,257.470001,259.339996,2742800
254.584824,258.5,2017-11-01,259.410004,256.23999,258.290009,2929500
258.652252,262.630005,2017-11-02,263.23999,258.0,258.309998,2529900
257.785614,261.75,2017-11-03,263.790009,260.079987,262.420013,2610800
260.070465,264.070007,2017-11-06,265.839996,262.529999,262.619995,2911600
262.099274,266.130005,2017-11-07,267.279999,264.070007,264.070007,3205400
261.54776,265.570007,2017-11-08,267.619995,265.290009,266.140015,2841800
260.112061,262.700012,2017-11-09,266.75,259.559998,265.01001,3215900
258.280273,260.850006,2017-11-10,262.5,259.600006,262.109985,1740600
259.834808,262.420013,2017-11-13,263.359985,260.48999,261.670013,2604100
259.181305,261.76001,2017-11-14,262.399994,260.200012,262.0,2358200
260.270447,262.859985,2017-11-15,264.769989,260.149994,261.420013,2510500
261.102203,263.700012,2017-11-16,265.040009,263.339996,263.76001,2710200
259.676392,262.26001,2017-11-17,263.73999,262.029999,262.820007,1724800
262.02301,264.630005,2017-11-20,265.619995,262.76001,263.0,2447400
264.359772,266.98999,2017-11-21,267.0,264.709991,266.23999,2267100
262.537903,265.149994,2017-11-22,267.480011,264.529999,267.0,1471400
263.260712,265.880005,2017-11-24,266.570007,264.529999,265.26001,788900
262.963654,265.579987,2017-11-27,266.839996,264.720001,265.380005,1772200
265.349915,267.98999,2017-11-28,268.01001,265.230011,267.0,2262100
266.647003,269.299988,2017-11-29,269.679993,266.149994,269.480011,3029100
274.073151,276.799988,2017-11-30,277.040009,269.429993,269.910004,4820300
268.706543,271.380005,2017-12-01,278.730011,270.600006,277.51001,4592500
275.231598,277.970001,2017-12-04,281.829987,276.0,276.160004,5523000
272.825531,275.540009,2017-12-05,279.440002,274.859985,279.01001,2806100
275.528656,278.269989,2017-12-06,279.140015,274.0,276.579987,2538100
279.1922,281.970001,2017-12-07,284.790009,277.799988,282.809998,4264400
283.083496,285.899994,2017-12-08,287.320007,283.559998,285.01001,4440500
280.370483,283.160004,2017-12-11,286.48999,279.899994,286.209991,4065200
287.08371,289.940002,2017-12-12,292.799988,287.720001,291.339996,5517600
288.964966,291.839996,2017-12-13,295.850006,289.700012,290.5,5003300
290.984863,293.880005,2017-12-14,296.820007,292.600006,293.350006,3913400
291.044281,293.940002,2017-12-15,297.369995,293.019989,295.869995,6933500
293.222626,296.140015,2017-12-18,297.140015,294.519989,296.0,2901600
294.321686,297.25,2017-12-19,297.579987,294.179993,296.5,2728400
294.96524,297.899994,2017-12-20,299.329987,297.109985,298.700012,2533700
292.123535,295.029999,2017-12-21,298.390015,294.130005,298.049988,5398300
292.192871,295.100006,2017-12-22,296.519989,293.01001,296.329987,2257400
292.450287,295.359985,2017-12-26,297.440002,294.649994,295.540009,1394700
292.707703,295.619995,2017-12-27,296.799988,294.799988,296.410004,1447800
293.430542,296.350006,2017-12-28,296.98999,294.73999,295.809998,1436800
292.00473,294.910004,2017-12-29,297.299988,294.829987,296.940002,1824600
293.91571,296.839996,2018-01-02,296.98999,295.399994,295.75,2978900
294.866241,297.799988,2018-01-03,298.5,295.470001,295.940002,3211200
293.747406,296.670013,2018-01-04,298.420013,295.470001,297.940002,4171700
305.797485,308.839996,2018-01-05,308.890015,296.720001,296.769989,6177700
307.094604,310.149994,2018-01-08,310.859985,305.75,308.660004,4124900
315.29303,318.429993,2018-01-09,319.910004,310.48999,310.589996,5641300
317.10498,320.26001,2018-01-10,322.149994,315.5,317.48999,4479300
324.887543,328.119995,2018-01-11,328.399994,321.190002,322.130005,4635300
332.897858,336.209991,2018-01-12,336.880005,330.380005,330.380005,6559300
331.858215,335.160004,2018-01-16,347.730011,331.329987,339.899994,12305500
347.552094,351.01001,2018-01-17,352.230011,336.410004,337.730011,9611700
336.80896,340.160004,2018-01-18,350.829987,339.149994,350.700012,9458600
334.402893,337.730011,2018-01-19,344.0,335.75,341.670013,7264400
334.670227,338.0,2018-01-22,341.380005,332.040009,335.290009,6792900
332.283966,335.589996,2018-01-23,338.940002,334.809998,338.339996,4537800
331.392853,334.690002,2018-01-24,338.98999,334.140015,336.200012,4205400
339.729858,343.109985,2018-01-25,343.619995,335.299988,336.209991,4747500
339.838806,343.220001,2018-01-26,345.980011,341.25,344.329987,5236300
337.462463,340.820007,2018-01-29,344.480011,340.100006,341.230011,3324900
334.383087,337.709991,2018-01-30,339.980011,334.160004,339.170013,4983100
350.878967,354.369995,2018-01-31,360.970001,351.619995,360.5,11409600
353.423645,356.940002,2018-02-01,361.450012,352.040009,352.950012,6067600
345.472748,348.910004,2018-02-02,355.200012,348.700012,354.0,5486100
325.640076,328.880005,2018-02-05,350.0,317.390015,342.670013,10511300
337.551544,340.910004,2018-02-06,341.670013,317.649994,320.0,11935100
344.690521,348.119995,2018-02-07,353.589996,339.869995,340.519989,7946700
328.023682,329.660004,2018-02-08,349.0,329.399994,348.0,8295900
331.177917,332.829987,2018-02-09,337.809998,319.25,333.549988,8833000
342.093475,343.799988,2018-02-12,347.75,335.130005,336.570007,6885000
341.456665,343.160004,2018-02-13,347.880005,340.290009,340.450012,4030200
343.138275,344.850006,2018-02-14,347.429993,341.170013,341.339996,4340200
354.690643,356.459991,2018-02-15,356.549988,348.049988,348.470001,5827500
353.27771,355.040009,2018-02-16,359.5,353.51001,356.589996,5211600
351.596069,353.350006,2018-02-20,357.790009,351.399994,352.0,4303400
350.620941,352.369995,2018-02-21,360.809998,351.75,352.559998,5258600
354.15332,355.920013,2018-02-22,358.070007,352.640015,354.649994,3414300
354.889648,356.660004,2018-02-23,358.769989,353.070007,358.179993,3355400
361.675812,363.480011,2018-02-26,364.049988,358.209991,359.5,4148100
362.830048,364.640015,2018-02-27,369.890015,363.299988,364.600006,4774100
360.412079,362.209991,2018-02-28,371.600006,362.209991,366.799988,5472900
347.954254,349.690002,2018-03-01,362.73999,346.399994,362.329987,8978000
342.959167,344.670013,2018-03-02,346.089996,335.299988,341.820007,10021300
350.999054,352.75,2018-03-05,354.769989,336.609985,338.0,8140200
347.18808,348.920013,2018-03-06,355.209991,346.019989,354.23999,4888300
345.317413,347.040009,2018-03-07,348.410004,339.5,341.519989,4575700
346.999023,348.730011,2018-03-08,352.5,343.950012,349.51001,4319900
352.760254,354.519989,2018-03-09,354.890015,350.230011,352.649994,3538300
342.481537,344.190002,2018-03-12,355.230011,343.26001,355.200012,6088800
336.988953,338.670013,2018-03-13,347.880005,337.609985,345.320007,5443800
328.620697,330.26001,2018-03-14,340.519989,322.299988,339.790009,13057900
328.342102,329.980011,2018-03-15,332.920013,322.910004,332.299988,8766000
328.829651,330.470001,2018-03-16,330.829987,325.630005,329.820007,9329000
330.113251,331.76001,2018-03-19,333.329987,326.779999,327.450012,6328900
335.954102,337.630005,2018-03-20,339.700012,331.0,331.839996,6500500
335.426758,337.100006,2018-03-21,341.910004,335.170013,337.070007,4056300
318.023529,319.609985,2018-03-22,332.679993,319.01001,330.109985,7282200
319.406647,321.0,2018-03-23,331.140015,318.320007,320.149994,7237500
327.337097,328.970001,2018-03-26,331.940002,323.589996,330.480011,5392900
319.526062,321.119995,2018-03-27,334.880005,319.0,331.51001,5355500
318.431519,320.019989,2018-03-28,323.23999,311.170013,321.850006,5634700
326.252502,327.880005,2018-03-29,330.480011,322.0,323.380005,3652100
320.839508,322.440002,2018-04-02,329.940002,317.170013,325.200012,5024900
329.177917,330.820007,2018-04-03,331.100006,323.089996,324.76001,4783100
325.814697,327.440002,2018-04-04,327.809998,311.880005,312.299988,8235700
334.730194,336.399994,2018-04-05,338.959991,330.26001,330.589996,6220000
324.501221,326.119995,2018-04-06,334.589996,322.209991,330.609985,5713600
320.879333,322.480011,2018-04-09,334.880005,322.049988,332.25,4931700
333.167999,334.829987,2018-04-10,336.690002,329.549988,331.350006,5552000
325.735077,327.359985,2018-04-11,337.570007,326.309998,331.600006,4573500
335.804871,337.480011,2018-04-12,338.350006,330.459991,331.980011,4325000
327.645538,329.279999,2018-04-13,339.670013,326.600006,338.98999,4733500
330.123169,331.769989,2018-04-16,333.220001,327.630005,332.339996,3901400
335.048615,336.720001,2018-04-17,339.73999,333.649994,334.730011,3381800
339.307373,341.0,2018-04-18,342.399994,337.179993,338.329987,3117500
338.949188,340.640015,2018-04-19,342.410004,337.5,340.190002,3006800
336.988953,338.670013,2018-04-20,341.399994,335.049988,340.730011,3038000
337.158112,338.839996,2018-04-23,341.26001,336.0,339.549988,2765600
327.426636,329.059998,2018-04-24,347.670013,323.279999,343.170013,7051800
341.158142,342.859985,2018-04-25,344.910004,330.519989,338.119995,11023600
341.088501,342.790009,2018-04-26,345.649994,338.329987,344.01001,5273600
339.187988,340.880005,2018-04-27,342.920013,337.769989,341.25,3390400
331.904297,333.559998,2018-04-30,342.579987,333.399994,341.170013,3721600
327.904266,329.540009,2018-05-01,333.910004,324.179993,332.5,4313100
322.580811,324.190002,2018-05-02,330.709991,323.980011,329.5,3436100
329.048553,330.690002,2018-05-03,332.630005,319.130005,322.970001,6383200
332.769989,334.429993,2018-05-04,335.890015,328.040009,328.040009,3655100
338.740204,340.429993,2018-05-07,342.980011,335.209991,335.230011,4192200
336.69043,338.369995,2018-05-08,341.940002,336.609985,339.769989,4014100
342.790009,344.5,2018-05-09,346.929993,338.579987,339.48999,4347000
344.070007,344.070007,2018-05-10,348.570007,342.410004,343.98999,3920400
342.459991,342.459991,2018-05-11,345.420013,341.049988,343.769989,2332200
344.589996,344.589996,2018-05-14,347.73999,343.890015,344.0,2520300
342.119995,342.119995,2018-05-15,343.850006,340.26001,343.0,3009100
340.970001,340.970001,2018-05-16,343.559998,340.299988,342.0,2230100
344.140015,344.140015,2018-05-17,344.769989,340.25,340.470001,2483300
351.230011,351.230011,2018-05-18,352.049988,345.190002,345.600006,4327700
363.920013,363.920013,2018-05-21,365.0,358.450012,358.459991,6785400
355.019989,355.019989,2018-05-22,364.850006,354.519989,364.0,5389400
359.209991,359.209991,2018-05-23,359.600006,351.619995,352.279999,4457800
359.0,359.0,2018-05-24,360.660004,354.369995,358.450012,3835400
360.089996,360.089996,2018-05-25,360.600006,357.049988,358.119995,2463700
