index,Adj Close,Close,Date,High,Low,Open,Volume,Adj Close_log_returns,mfi_index
0,62.738228,65.260002,2017-06-01,65.260002,64.860001,65.089996,7560500,0.0,0.0
1,62.940109,65.470001,2017-06-02,65.58000200000001,65.18,65.459999,6298600,0.0032126646239448334,0.0
2,62.555565,65.07,2017-06-05,65.389999,64.699997,65.349998,5968500,-0.006128421662463419,0.0
3,62.171020999999996,64.66999799999999,2017-06-06,65.040001,64.459999,65.0,7841800,-0.006166210922055291,0.0
4,61.58459499999999,64.059998,2017-06-07,64.650002,64.0,64.599998,7606600,-0.009477232763180823,0.0
5,60.757828,63.200001,2017-06-08,64.25,62.830002,64.059998,18435200,-0.01351582820861387,0.0
6,61.901844,64.389999,2017-06-09,64.440002,63.139998999999996,63.200001,10750400,0.018654039344163466,0.0
7,61.901844,64.389999,2017-06-12,64.68,64.199997,64.389999,9400300,0.0,0.0
8,61.272369,63.27,2017-06-13,63.84,63.029999,63.73,12053000,-0.01022097831484983,0.0
9,61.36920500000001,63.369999,2017-06-14,63.639998999999996,63.02,63.02,10338600,0.0015791711891107586,0.0
10,61.19489300000001,63.189999,2017-06-15,63.439999,62.880001,63.299999,7866800,-0.0028444237810352478,0.0
11,60.981838,62.970001,2017-06-16,63.709998999999996,62.689999,63.259997999999996,14902000,-0.0034876561881852642,0.0
12,61.66941800000001,63.68,2017-06-19,63.810001,63.02,63.09,8426900,0.01121206949543484,0.0
13,62.492583999999994,64.529999,2017-06-20,64.959999,63.580002,63.68,10263000,0.013259742071018049,0.0
14,63.393223,65.459999,2017-06-21,65.599998,64.559998,64.559998,11145000,0.014309069283088558,40.138949524657235
15,63.935531999999995,66.019997,2017-06-22,66.370003,65.379997,65.510002,13441900,0.008518300194214304,43.13179760044467
16,64.07112099999999,66.160004,2017-06-23,66.389999,65.839996,66.040001,14093500,0.0021184688066059497,50.06956080589485
17,63.838692,65.91999799999999,2017-06-26,66.400002,65.83000200000001,66.150002,7576400,-0.003634267776232208,50.09904169245408
18,63.47069499999999,65.540001,2017-06-27,66.269997,65.540001,66.269997,8121600,-0.005781160896280725,49.86658370482326
19,63.102695,65.160004,2017-06-28,65.900002,65.139999,65.760002,6733300,-0.005814824694297249,53.734425565910975
20,62.308575,64.339996,2017-06-29,65.08000200000001,64.089996,65.010002,8350300,-0.012664421848006093,47.14803972122047
21,62.066467,64.089996,2017-06-30,64.730003,64.0,64.489998,8360900,-0.00389319757258442,40.887820810291984
22,62.240791,64.269997,2017-07-03,64.629997,63.849998,63.849998,4671400,0.0028047294595901083,43.071518291984376
23,62.134266000000004,64.160004,2017-07-05,64.800003,63.919998,64.470001,6507800,-0.0017129644579387607,49.23015387323334
24,61.10773100000001,63.099998,2017-07-06,63.91,62.990002000000004,63.77,11342700,-0.01665923574883334,47.972565078927595
25,61.165836,63.16,2017-07-07,63.34,62.810001,63.209998999999996,7243400,0.0009504099013279468,50.8068209217982
26,60.84626,62.830002,2017-07-10,63.400002,62.610001000000004,63.389998999999996,6713800,-0.005238443421180043,44.88636882546943
27,60.371722999999996,62.34,2017-07-11,62.98,62.240002000000004,62.82,6877500,-0.007829521864698333,37.78387264804028
28,60.79783199999999,62.779999,2017-07-12,63.130001,62.66,62.66,8216000,0.007033297374675087,36.069896073594386
29,60.904362,62.889998999999996,2017-07-13,62.990002000000004,62.279999,62.790001000000004,6799200,0.0017506673249963437,26.027404222352246
30,61.068999999999996,63.060001,2017-07-14,63.400002,62.860001000000004,62.93,6020900,0.0026995746823157427,19.85945230143595
31,60.633202000000004,62.610001000000004,2017-07-17,63.310001,62.529999,63.150002,7387300,-0.007161741620606058,19.969151604855128
32,60.43951800000001,62.41,2017-07-18,62.630001,62.27,62.5,6114900,-0.003199468306684848,20.442603183011215
33,60.642887,62.619999,2017-07-19,62.830002,62.439999,62.5,5699100,0.0033591865182538596,26.333819964075573
34,60.952785,62.939999,2017-07-20,63.240002000000004,62.860001000000004,62.91,6655100,0.005097199034617206,33.57047776508675
35,60.65256899999999,62.630001,2017-07-21,63.0,62.580002,62.790001000000004,6906400,-0.004937555790923806,34.14108311362631
36,60.594467,62.57,2017-07-24,62.900002,62.5,62.540001000000004,7783700,-0.0009584070071194347,33.126605155235424
37,60.391098,62.360001000000004,2017-07-25,63.0,62.25,62.849998,5955900,-0.003361875303771153,26.692485648309756
38,59.848778,61.799999,2017-07-26,62.34,61.720001,62.310001,9366700,-0.009020695888110513,27.293915927195997
39,61.679104,63.689999,2017-07-27,64.550003,62.799999,63.669998,21846300,0.030124188476122665,43.38184379893896
40,62.085846,64.110001,2017-07-28,64.360001,63.220001,63.810001,13342100,0.0065728376950752055,52.27084201385989
41,61.86310600000001,63.880001,2017-07-31,64.309998,63.509997999999996,64.25,11714900,-0.0035940641073995616,59.72255783548651
42,61.90184,63.919998,2017-08-01,64.269997,63.77,64.040001,6490900,0.0006259284638577954,59.19439301171991
43,61.43699599999999,63.439999,2017-08-02,63.959998999999996,63.169998,63.950001,7034900,-0.007537710197312963,59.03777663083922
44,61.514472999999995,63.52,2017-08-03,63.73,63.18,63.209998999999996,7018800,0.0012602860443230285,53.66741356334135
45,61.10773100000001,63.099998,2017-08-04,63.689999,62.939999,63.630001,5341000,-0.0066340920077584895,54.550977650242885
46,60.855938,62.84,2017-08-07,63.09,62.66,62.950001,6696800,-0.0041289895554956465,54.27365951085754
47,60.35236,62.32,2017-08-08,62.720001,62.200001,62.540001000000004,7680100,-0.008309346897502115,48.86746709152112
48,60.516991000000004,62.490002000000004,2017-08-09,62.720001,62.220001,62.450001,6552300,0.0027241165844922493,48.8020888478687
49,60.216781999999995,62.18,2017-08-10,62.580002,62.169998,62.369999,7765100,-0.004973084353450864,48.488626636318976
50,60.410465,62.380001,2017-08-11,62.959998999999996,62.259997999999996,62.419998,6051000,0.003211267292572412,54.04611979647774
51,60.691303000000005,62.669998,2017-08-14,63.0,62.59,62.91,5467100,0.004638057859550447,58.688065313054224
52,60.526676,62.5,2017-08-15,63.029999,62.490002000000004,62.73,6316000,-0.002716215904173935,60.12214995127617
53,60.72036,62.700001,2017-08-16,62.93,62.330002,62.43,6061200,0.0031948684460595934,48.14336497025004
54,59.887512,61.84,2017-08-17,63.02,61.810001,62.75,9150100,-0.01381105933862896,36.691898414705385
55,59.548565,61.490002000000004,2017-08-18,61.82,61.16,61.77,8421700,-0.005675804471107889,25.669525024313003
56,60.013412,61.970001,2017-08-21,62.040001000000004,61.43,61.48,7197200,0.007775872461763947,26.032219326613784
57,60.4492,62.419998,2017-08-22,62.5,61.919998,61.970001,5515200,0.007235272319899342,32.25786745799496
58,60.187729000000004,62.150002,2017-08-23,62.599998,62.150002,62.25,6434900,-0.004334848567634616,39.29095854971282
59,60.730045,62.709998999999996,2017-08-24,62.91,62.189999,62.25,7750100,0.008970056566050051,46.35050263542795
