index,Adj Close,Close,Date,High,Low,Open,Volume,Adj Close_log_returns,mfi_index
0,125.447464,128.779999,2017-06-01,128.779999,128.119995,128.320007,5790900,0.0,0.0
1,126.713844,130.080002,2017-06-02,130.139999,128.830002,129.050003,6562600,0.010044289957725355,0.0
2,126.98658,130.360001,2017-06-05,130.520004,129.800003,129.970001,4634700,0.002150064243222921,0.0
3,127.444427,130.830002,2017-06-06,131.330002,130.029999,130.179993,5619100,0.003598991330467943,0.0
4,127.366501,130.75,2017-06-07,131.479996,130.580002,131.0,5765200,-0.0006116378370503118,0.0
5,127.171669,130.550003,2017-06-08,131.399994,129.96000700000002,130.75,8056700,-0.0015308669662388178,0.0
6,128.126297,131.529999,2017-06-09,131.699997,130.309998,130.369995,5992500,0.007478574657226843,0.0
7,128.40881299999998,131.820007,2017-06-12,131.830002,131.419998,131.529999,8020700,0.0022025532038303683,0.0
8,128.603638,132.020004,2017-06-13,132.729996,131.399994,131.75,5733800,0.0015160747003406193,0.0
9,129.33421299999998,132.770004,2017-06-14,133.559998,132.509995,132.509995,7329400,0.0056647518059885485,0.0
10,129.597229,133.03999299999998,2017-06-15,133.350006,131.809998,132.0,5265000,0.0020315500383293944,0.0
11,130.873352,134.350006,2017-06-16,134.600006,133.03999299999998,133.720001,12639600,0.009798674426565337,0.0
12,130.60058600000002,134.070007,2017-06-19,134.679993,133.490005,134.149994,7488700,-0.0020863731279006435,0.0
13,130.746704,134.220001,2017-06-20,134.759995,133.899994,133.899994,5201200,0.0011181903988739575,0.0
14,131.418854,134.91000400000001,2017-06-21,135.110001,134.020004,134.28999299999998,5841100,0.00512768708348657,85.93550015892747
15,132.529358,136.050003,2017-06-22,137.0,135.270004,135.449997,7311000,0.00841460939685279,86.09633301175424
16,132.899506,136.429993,2017-06-23,136.509995,135.320007,135.449997,9007100,0.002789057937147365,77.4778985557334
17,132.811844,136.33999599999999,2017-06-26,136.899994,136.199997,136.479996,5561800,-0.0006598288193595736,77.51956763513485
18,131.516251,135.009995,2017-06-27,136.729996,134.990005,136.5,6120500,-0.009802994081146519,71.41510836669448
